"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
16.3333333333333, 29.8000398709593, 9.79861957697555, 39.0106762530217, 41.0648239926297, 0.266019019370526, 0.0912553025465558, 1.18573107364814
16.5, 30.9804935647744, 10.1825478989159, 39.0106762530217, 41.0648239926297, 0.304374628118035, 0.0998008973650957, 1.18573107364814
16.6666666666667, 51.4526092497443, 16.8909169481918, 51.4526092497443, 54.1541694974411, 0.896120248587636, 0.273743285349395, 1.18573107364814
16.8333333333333, 29.1232475053218, 9.56655236840085, 51.4526092497443, 54.1541694974411, 0.304324825655864, 0.0942226650865026, 1.18573107364814
17, 29.9924572114172, 9.85406259292107, 51.4526092497443, 54.1541694974411, 0.314244597338951, 0.0992974491836002, 1.18573107364814
17.1666666666667, 38.1618025245564, 12.5255452181564, 51.4526092497443, 54.1541694974411, 0.562259520694702, 0.167162545379623, 1.18573107364814
17.3333333333333, 24.4880565541507, 8.0490981817299, 51.4526092497443, 54.1541694974411, 0.193087326458229, 0.0637532897191351, 1.18573107364814
17.5, 34.5044103597427, 11.3471398952075, 51.4526092497443, 54.1541694974411, 0.344703442615427, 0.119381217286343, 1.18573107364814
17.6666666666667, 26.9870464347349, 8.87895531479749, 51.4526092497443, 54.1541694974411, 0.176581811661945, 0.0667724631718948, 1.18573107364814
17.8333333333333, 30.4435041654279, 10.0170378457547, 51.4526092497443, 54.1541694974411, 0.222085339595973, 0.0833892854386446, 1.18573107364814
18, 33.9340694270406, 11.1633607028576, 51.4526092497443, 54.1541694974411, 0.298146759856112, 0.107416594136866, 1.18573107364814
18.1666666666667, 43.8829237819587, 14.4272314913844, 51.4526092497443, 54.1541694974411, 0.583952149193907, 0.195539000947412, 1.18573107364814
18.3333333333333, 44.343113153527, 14.5748984178209, 51.4526092497443, 54.1541694974411, 0.634342028528579, 0.208631819519645, 1.18573107364814
18.5, 44.1480412165056, 14.5093199142359, 51.4526092497443, 54.1541694974411, 0.654106713283261, 0.213530678576537, 1.18573107364814
18.6666666666667, 41.6107940793103, 13.6946563756343, 51.4526092497443, 54.1541694974411, 0.448412496808313, 0.165236643927274, 1.18573107364814
18.8333333333333, 38.9340620255621, 12.8086677387034, 51.4526092497443, 54.1541694974411, 0.408948659311637, 0.146064966134024, 1.18573107364814
19, 38.1600389993763, 12.5524143594585, 51.4526092497443, 54.1541694974411, 0.418098690286342, 0.146852401112451, 1.18573107364814
19.1666666666667, 35.3812900828133, 11.640268779724, 51.4526092497443, 54.1541694974411, 0.32258173170928, 0.117045003418, 1.18573107364814
19.3333333333333, 33.2946973365741, 10.9498964224738, 51.4526092497443, 54.1541694974411, 0.307353315984608, 0.107824018976666, 1.18573107364814
19.5, 36.5905033237384, 12.0275924444787, 51.4526092497443, 54.1541694974411, 0.415477051927732, 0.137439063170111, 1.18573107364814
19.6666666666667, 37.4567452326668, 12.3071127772966, 51.4526092497443, 54.1541694974411, 0.472422839115931, 0.150889445254261, 1.18573107364814
19.8333333333333, 29.3562046314708, 9.64444688103346, 51.4526092497443, 54.1541694974411, 0.309740838899616, 0.0975799203156327, 1.18573107364814
20, 31.3521567475071, 10.3123253660623, 51.4526092497443, 54.1541694974411, 0.267541500576411, 0.0952946454877657, 1.18573107364814
20.1666666666667, 37.9644651974526, 12.4879306389735, 51.4526092497443, 54.1541694974411, 0.397522451381721, 0.139939604462038, 1.18573107364814
20.3333333333333, 33.6465119166614, 11.060675225516, 51.4526092497443, 54.1541694974411, 0.373639678357181, 0.124381322615878, 1.18573107364814
20.5, 29.8354263209839, 9.80764529477896, 51.4526092497443, 54.1541694974411, 0.290518456626766, 0.0967930679959532, 1.18573107364814
20.6666666666667, 32.1442023783962, 10.5583306045187, 51.4526092497443, 54.1541694974411, 0.375889664768681, 0.116558403907041, 1.18573107364814
20.8333333333333, 32.397927503561, 10.6576846286579, 51.4526092497443, 54.1541694974411, 0.285605711845068, 0.102873804927508, 1.18573107364814
21, 28.8726893187554, 9.49430334436419, 51.4526092497443, 54.1541694974411, 0.239214011393411, 0.0829256515322405, 1.18573107364814
21.1666666666667, 31.8451105874502, 10.4766478536574, 51.4526092497443, 54.1541694974411, 0.260150490137294, 0.0951344944944649, 1.18573107364814
21.3333333333333, 39.5151751828146, 13.0028661145171, 51.4526092497443, 54.1541694974411, 0.387922156213049, 0.142447277830038, 1.18573107364814
21.5, 29.5966909461418, 9.73960255605218, 51.4526092497443, 54.1541694974411, 0.205350674723119, 0.0791646725446492, 1.18573107364814
21.6666666666667, 28.3834732163036, 9.34007102271185, 51.4526092497443, 54.1541694974411, 0.188421691414912, 0.0727686308370217, 1.18573107364814
21.8333333333333, 36.8050134913492, 12.1010322769656, 51.4526092497443, 54.1541694974411, 0.396976202970295, 0.134284961614097, 1.18573107364814
22, 45.8886000859761, 15.0930412329698, 51.4526092497443, 54.1541694974411, 0.60931580207247, 0.210468021387999, 1.18573107364814
22.1666666666667, 37.7761377572826, 12.4225156491119, 51.4526092497443, 54.1541694974411, 0.42559874737372, 0.145989886466713, 1.18573107364814
22.3333333333333, 26.551205812059, 8.73941775338369, 51.4526092497443, 54.1541694974411, 0.14980624094551, 0.0616741639477281, 1.18573107364814
22.5, 28.3249921383029, 9.32103451654351, 51.4526092497443, 54.1541694974411, 0.198688577196239, 0.0763533737700458, 1.18573107364814
22.6666666666667, 32.5035024076372, 10.6878032016236, 51.4526092497443, 54.1541694974411, 0.311690380722038, 0.106859853681443, 1.18573107364814
22.8333333333333, 33.1846171892391, 10.9089706091169, 51.4526092497443, 54.1541694974411, 0.331642441065644, 0.110721335327014, 1.18573107364814
23, 22.9805071647874, 7.55851453661543, 51.4526092497443, 54.1541694974411, 0.132988347850268, 0.0488833819725508, 1.18573107364814
23.1666666666667, 27.0813363689287, 8.88529875836459, 51.4526092497443, 54.1541694974411, 0.326593590701002, 0.0914470934380786, 1.18573107364814
23.3333333333333, 19.6512137420413, 6.4658901607755, 51.4526092497443, 54.1541694974411, 0.0858020426937265, 0.0350034368194057, 1.18573107364814
23.5, 17.4314762991127, 5.7344880349052, 51.4526092497443, 54.1541694974411, 0.0738463075353954, 0.0292692318554813, 1.18573107364814
23.6666666666667, 16.801459455009, 5.5249203205065, 51.4526092497443, 54.1541694974411, 0.0712477513759996, 0.0259567092079806, 1.18573107364814
23.8333333333333, 17.1620119141902, 5.64391395918414, 51.4526092497443, 54.1541694974411, 0.068974562649348, 0.0257163696160743, 1.18573107364814
24, 10.5441287760222, 3.46730275822631, 51.4526092497443, 54.1541694974411, 0.02849566467546, 0.0109986859947306, 1.18573107364814
