Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 523.562709913976, 172.009102267672, 51.4526092497443, 54.1541694974411, 5.04386871255955, 1.57948896423732, 1.18573107364814
