Time, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "0.416 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "0.416 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "0.416 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "0.416 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "0.416 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
0.166666666666667, 7.26612569038021, 2.38256754154767, 7.26612569038021, 7.64677780558473, 7.19699447241432, 2.36552156932967, 7.19699447241432, 7.5757786220907, 0, 0, 0, 0, 0.0297023182306768, 0.00410529663339472, 0.0297023182306768, 0.00410529663339472, 0.0297023182306768, 0.00410529663339472, 0, 0, 0.0297023182306768, 0, 0.0297023182306768, 0, 0.0188401534406936, 0.0108621647944039, 0.0297023182306768, 0, 0, 0, 0, 0, 0.0297023182306768, 0, 0, 0, 0, 0, 0, 0.0297023182306768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19699447241432, 0, 0, 0, 0, 0, 0
0.333333333333333, 5.27573007267989, 1.73273815837774, 7.266194762644, 7.64685035831823, 5.2286725902501, 1.71857839375726, 7.19706284185321, 7.5758505951494, 0, 0, 0, 0, 0.00778664403690692, 0.00126064601229862, 0.0297023184371148, 0.00410529664896604, 0.00778664403690692, 0.00126064601229862, 0, 0, 0.0297023184371148, 0, 0.00778664403690692, 0, 0.00686079961623986, 0.000925844426493412, 0.00778664403690692, 0, 0, 0, 0, 0, 0.00778664403690692, 0, 0, 0, 0, 0, 0, 0.00778664403690692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2286725902501, 0, 0, 0, 0, 0, 0
0.5, 6.78816193835382, 2.22905365185301, 7.266194762644, 7.64685035831823, 6.7359518532578, 2.21400117277985, 7.19706284185321, 7.5758505951494, 0, 0, 0, 0, 0.0133909577419421, 0.00207214338158102, 0.0297023184371148, 0.00410529664896604, 0.0133909577419421, 0.00207214338158102, 0, 0, 0.0297023184371148, 0, 0.0133909577419421, 0, 0.0112109076840662, 0.00218005006738634, 0.0133909577419421, 0, 0, 0, 0, 0, 0.0133909577419421, 0, 0, 0, 0, 0, 0, 0.0133909577419421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7359518532578, 0, 0, 0, 0, 0, 0
0.666666666666667, 6.53928389570509, 2.14723825801883, 7.266194762644, 7.64685035831823, 6.48831656106147, 2.13263495192075, 7.19706284185321, 7.5758505951494, 0, 0, 0, 0, 0.0118102978320659, 0.00182470688622891, 0.0297023184371148, 0.00410529664896604, 0.0118102978320659, 0.00182470688622891, 0, 0, 0.0297023184371148, 0, 0.0118102978320659, 0, 0.00991480739806508, 0.00189549044121146, 0.0118102978320659, 0, 0, 0, 0, 0, 0.0118102978320659, 0, 0, 0, 0, 0, 0, 0.0118102978320659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48831656106147, 0, 0, 0, 0, 0, 0
0.833333333333333, 7.34458919826106, 2.41163887286573, 7.43605940707971, 7.82565588462722, 7.12135433385061, 2.34065446172906, 7.36692101595857, 7.75464845283832, 0, 0, 0, 0, 0.0141277626242701, 0.00221403507330047, 0.0297055161484572, 0.00410553784776446, 0.0141277626242701, 0.00221403507330047, 0, 0, 0.0297055161484572, 0, 0.0141277626242701, 0, 0.0119534552004851, 0.0021743074345032, 0.0141277626242701, 0, 0, 0, 0, 0, 0.0141277626242701, 0, 0, 0, 0, 0, 0, 0.0141277626242701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12135433385061, 0, 0, 0, 0, 0, 0
1, 9.30098483849926, 3.05345126518478, 9.30102459750374, 9.78941945947052, 9.07040025057608, 2.98128228067414, 9.07043505887215, 9.54782164798121, 0, 0, 0, 0, 0.0221436817010487, 0.00367739352088826, 0.0297055161484572, 0.00410553784776446, 0.0221436817010487, 0.00367739352088826, 0, 0, 0.0297055161484572, 0, 0.0221436817010487, 0, 0.0200936544617993, 0.00205002725774082, 0.0221436817010487, 0, 0, 0, 0, 0, 0.0221436817010487, 0, 0, 0, 0, 0, 0, 0.0221436817010487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.07040025057608, 0, 0, 0, 0, 0, 0
1.16666666666667, 7.14066711612034, 2.34458425350138, 9.42745453665672, 9.92249860989799, 6.79181319629099, 2.23239016174382, 9.19684777352676, 9.68088925045524, 0, 0, 0, 0, 0.0126607676394354, 0.00212743692352484, 0.029710733284723, 0.00410593136889997, 0.0126607676394354, 0.00212743692352484, 0, 0, 0.029710733284723, 0, 0.0126607676394354, 0, 0.0113905933397257, 0.00127017431124957, 0.0126607676394354, 0, 0, 0, 0, 0, 0.0126607676394354, 0, 0, 0, 0, 0, 0, 0.0126607676394354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79181319629099, 0, 0, 0, 0, 0, 0
1.33333333333333, 7.57855197992789, 2.48884767226166, 9.42745453665672, 9.92249860989799, 7.39913700788087, 2.43196563913968, 9.19684777352676, 9.68088925045524, 0, 0, 0, 0, 0.0141785835938828, 0.00242443459094905, 0.029710733284723, 0.00410593136889997, 0.0141785835938828, 0.00242443459094905, 0, 0, 0.029710733284723, 0, 0.0141785835938828, 0, 0.0134322767711113, 0.000746306834640769, 0.0141785835938828, 0, 0, 0, 0, 0, 0.0141785835938828, 0, 0, 0, 0, 0, 0, 0.0141785835938828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39913700788087, 0, 0, 0, 0, 0, 0
1.5, 8.14692731666107, 2.67493500467133, 9.42745453665672, 9.92249860989799, 8.09023434075339, 2.65913212380835, 9.19684777352676, 9.68088925045524, 0, 0, 0, 0, 0.0179886404786496, 0.00292247324707583, 0.029710733284723, 0.00410593136889997, 0.0179886404786496, 0.00292247324707583, 0, 0, 0.029710733284723, 0, 0.0179886404786496, 0, 0.0158054706490961, 0.00218316983927946, 0.0179886404786496, 0, 0, 0, 0, 0, 0.0179886404786496, 0, 0, 0, 0, 0, 0, 0.0179886404786496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.09023434075339, 0, 0, 0, 0, 0, 0
1.66666666666667, 7.49581375090163, 2.45973328383926, 9.42745453665672, 9.92249860989799, 7.4345301631331, 2.44365632720879, 9.19684777352676, 9.68088925045524, 0, 0, 0, 0, 0.0223509956308714, 0.0032472796978422, 0.029710733284723, 0.00410593136889997, 0.0223509956308714, 0.0032472796978422, 0, 0, 0.029710733284723, 0, 0.0223509956308714, 0, 0.0159250401585738, 0.0064259554778162, 0.0223509956308714, 0, 0, 0, 0, 0, 0.0223509956308714, 0, 0, 0, 0, 0, 0, 0.0223509956308714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4345301631331, 0, 0, 0, 0, 0, 0
