"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "0.416 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "0.416 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "0.416 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "0.416 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "0.416 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
0.166666666666667, 7.22697904717207, 2.36969960650091, 7.22697904717207, 7.60557048309427, 7.15784858194335, 2.35265497397739, 7.15784858194335, 7.53457243303221, 0, 0, 0, 0, 0.0297022018775719, 0.00410528785704623, 0.0297022018775719, 0.00410528785704623, 0.0297022018775719, 0.00410528785704623, 0, 0, 0.0297022018775719, 0, 0.0297022018775719, 0, 0.0188400769800818, 0.0108621249019108, 0.0297022018775719, 0, 0, 0, 0, 0, 0.0297022018775719, 0, 0, 0, 0, 0, 0, 0.0297022018775719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15784858194335, 0, 0, 0, 0, 0, 0
0.333333333333333, 5.23651435720796, 1.71984801646499, 7.22697904717207, 7.60557048309427, 5.18945833034024, 1.70568930971322, 7.15784858194335, 7.53457243303221, 0, 0, 0, 0, 0.007786527477364, 0.00126063722037881, 0.0297022018775719, 0.00410528785704623, 0.007786527477364, 0.00126063722037881, 0, 0, 0.0297022018775719, 0, 0.007786527477364, 0, 0.00686072301996879, 0.000925804463221547, 0.007786527477364, 0, 0, 0, 0, 0, 0.007786527477364, 0, 0, 0, 0, 0, 0, 0.007786527477364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18945833034024, 0, 0, 0, 0, 0, 0
0.5, 6.74896776453037, 2.21616419937204, 7.22697904717207, 7.60557048309427, 6.69675051403206, 2.2011165512875, 7.15784858194335, 7.53457243303221, 0, 0, 0, 0, 0.013390841259936, 0.0020721345955097, 0.0297022018775719, 0.00410528785704623, 0.013390841259936, 0.0020721345955097, 0, 0, 0.0297022018775719, 0, 0.013390841259936, 0, 0.0112108311387479, 0.00218001013069854, 0.013390841259936, 0, 0, 0, 0, 0, 0.013390841259936, 0, 0, 0, 0, 0, 0, 0.013390841259936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69675051403206, 0, 0, 0, 0, 0, 0
0.666666666666667, 6.50008928494904, 2.13436172363047, 7.22697904717207, 7.60557048309427, 6.44912056842514, 2.11975164686593, 7.15784858194335, 7.53457243303221, 0, 0, 0, 0, 0.0118101813551664, 0.00182469810054278, 0.0297022018775719, 0.00410528785704623, 0.0118101813551664, 0.00182469810054278, 0, 0, 0.0297022018775719, 0, 0.0118101813551664, 0, 0.00991473085610258, 0.00189545050627449, 0.0118101813551664, 0, 0, 0, 0, 0, 0.0118101813551664, 0, 0, 0, 0, 0, 0, 0.0118101813551664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44912056842514, 0, 0, 0, 0, 0, 0
0.833333333333333, 7.13550883835342, 2.34291488092103, 7.22697904717207, 7.60557048309427, 6.91228189983539, 2.27193640130353, 7.15784858194335, 7.53457243303221, 0, 0, 0, 0, 0.0141244483533847, 0.00221378508258225, 0.0297022018775719, 0.00410528785704623, 0.0141244483533847, 0.00221378508258225, 0, 0, 0.0297022018775719, 0, 0.0141244483533847, 0, 0.0119512772510461, 0.00217317111305678, 0.0141244483533847, 0, 0, 0, 0, 0, 0.0141244483533847, 0, 0, 0, 0, 0, 0, 0.0141244483533847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91228189983539, 0, 0, 0, 0, 0, 0
1, 9.0919442375961, 2.98474526431435, 9.0919442375961, 9.56933405793756, 8.86136262485693, 2.91257462303176, 8.86136262485693, 9.32774562817511, 0, 0, 0, 0, 0.0221403681714907, 0.00367714358608731, 0.0297022018775719, 0.00410528785704623, 0.0221403681714907, 0.00367714358608731, 0, 0, 0.0297022018775719, 0, 0.0221403681714907, 0, 0.0200914769995182, 0.00204889119046377, 0.0221403681714907, 0, 0, 0, 0, 0, 0.0221403681714907, 0, 0, 0, 0, 0, 0, 0.0221403681714907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.86136262485693, 0, 0, 0, 0, 0, 0
1.16666666666667, 6.80515681705972, 2.23432075099188, 9.0919442375961, 9.56933405793756, 6.45632804762116, 2.1221171687713, 8.86136262485693, 9.32774562817511, 0, 0, 0, 0, 0.0126522362322843, 0.00212679341167111, 0.0297022018775719, 0.00410528785704623, 0.0126522362322843, 0.00212679341167111, 0, 0, 0.0297022018775719, 0, 0.0126522362322843, 0, 0.011384986986455, 0.00126724925736919, 0.0126522362322843, 0, 0, 0, 0, 0, 0.0126522362322843, 0, 0, 0, 0, 0, 0, 0.0126522362322843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45632804762116, 0, 0, 0, 0, 0, 0
1.33333333333333, 7.41303821851364, 2.4344429760495, 9.0919442375961, 9.56933405793756, 7.23361644778302, 2.37756221840548, 8.86136262485693, 9.32774562817511, 0, 0, 0, 0, 0.0141765066447836, 0.00242427792964555, 0.0297022018775719, 0.00410528785704623, 0.0141765066447836, 0.00242427792964555, 0, 0, 0.0297022018775719, 0, 0.0141765066447836, 0, 0.0134309119188462, 0.000745594737806749, 0.0141765066447836, 0, 0, 0, 0, 0, 0.0141765066447836, 0, 0, 0, 0, 0, 0, 0.0141765066447836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.23361644778302, 0, 0, 0, 0, 0, 0
1.5, 8.1077593706355, 2.66206131330325, 9.0919442375961, 9.56933405793756, 8.05105182757764, 2.64625344911052, 8.86136262485693, 9.32774562817511, 0, 0, 0, 0, 0.0179885241084569, 0.00292246446943844, 0.0297022018775719, 0.00410528785704623, 0.0179885241084569, 0.00292246446943844, 0, 0, 0.0297022018775719, 0, 0.0179885241084569, 0, 0.0158053941772552, 0.00218312994092766, 0.0179885241084569, 0, 0, 0, 0, 0, 0.0179885241084569, 0, 0, 0, 0, 0, 0, 0.0179885241084569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05105182757764, 0, 0, 0, 0, 0, 0
1.66666666666667, 7.45666586970408, 2.44686929285247, 9.0919442375961, 9.56933405793756, 7.39536994140162, 2.43078487453046, 8.86136262485693, 9.32774562817511, 0, 0, 0, 0, 0.0223508793193899, 0.0032472709246333, 0.0297022018775719, 0.00410528785704623, 0.0223508793193899, 0.0032472709246333, 0, 0, 0.0297022018775719, 0, 0.0223508793193899, 0, 0.0159249637253145, 0.00642591559959397, 0.0223508793193899, 0, 0, 0, 0, 0, 0.0223508793193899, 0, 0, 0, 0, 0, 0, 0.0223508793193899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39536994140162, 0, 0, 0, 0, 0, 0
